project_id,project_title,author_name,photo_title,file_name,cloudinary_url
"zp_proj_1780223127861","Beyond the border","Hanna Jarzabek","","BeyondTheBorder_003.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423286/FemReptes/Zampa_2026/zp_proj_1780223127861/ej0abko8uif3l59i4yj9.jpg"
"zp_proj_1780223127861","Beyond the border","Hanna Jarzabek","","BeyondTheBorder_002.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423284/FemReptes/Zampa_2026/zp_proj_1780223127861/bmmcchj2fmkn4qvj0hm2.jpg"
"zp_proj_1780223127861","Beyond the border","Hanna Jarzabek","","BeyondTheBorder_001.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423281/FemReptes/Zampa_2026/zp_proj_1780223127861/uz7uh8ihnk9nahljbtce.jpg"
"zp_proj_1780223087506","La Pérdida","George Ramos","","LA PÉRDIDA_018.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423206/FemReptes/Zampa_2026/zp_proj_1780223087506/zbzcqnv65ytnw9aipept.jpg"
"zp_proj_1780223087506","La Pérdida","George Ramos","","LA PÉRDIDA_017.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423204/FemReptes/Zampa_2026/zp_proj_1780223087506/fh46whz6qah4nbsicz29.jpg"
"zp_proj_1780223087506","La Pérdida","George Ramos","","LA PÉRDIDA_016.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423203/FemReptes/Zampa_2026/zp_proj_1780223087506/iwkdgisybr3etvnqhe4u.jpg"
"zp_proj_1780223087506","La Pérdida","George Ramos","","LA PÉRDIDA_015.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423201/FemReptes/Zampa_2026/zp_proj_1780223087506/oyxh9kkeanmxm3ochxn7.jpg"
"zp_proj_1780223087506","La Pérdida","George Ramos","","LA PÉRDIDA_014.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423200/FemReptes/Zampa_2026/zp_proj_1780223087506/ejoqtucc5yctfymf2uj6.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_12.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423372/FemReptes/Zampa_2026/zp_proj_1780223160040/jhcz4hn1qa1upm8swqvz.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_11.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423370/FemReptes/Zampa_2026/zp_proj_1780223160040/rro4erl6vxidtzuxajol.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_10.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423368/FemReptes/Zampa_2026/zp_proj_1780223160040/hdxe3czbhxauxrjwmr4z.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_09.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423367/FemReptes/Zampa_2026/zp_proj_1780223160040/dz9ieapvlcy0x1i14kvq.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_08.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423365/FemReptes/Zampa_2026/zp_proj_1780223160040/ijdiq240rezr5mcrn3ub.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_07.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423364/FemReptes/Zampa_2026/zp_proj_1780223160040/ixbfyr1qggckkwgurnwv.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_06.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423362/FemReptes/Zampa_2026/zp_proj_1780223160040/suoufq5avkcxyuxgojae.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_05.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423360/FemReptes/Zampa_2026/zp_proj_1780223160040/py1h4jxncogjci7tbiih.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_04.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423359/FemReptes/Zampa_2026/zp_proj_1780223160040/yotne2idfzbbtqgpmzor.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_03.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423356/FemReptes/Zampa_2026/zp_proj_1780223160040/dw6i5ql6bhdo8jlfi7qr.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_02.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423355/FemReptes/Zampa_2026/zp_proj_1780223160040/wtiic32enn0aee43ys33.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_01.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423353/FemReptes/Zampa_2026/zp_proj_1780223160040/xceesrjl0t2ffxjgrqa1.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_19.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423383/FemReptes/Zampa_2026/zp_proj_1780223160040/vnhgtafsolrnhbdlpdzs.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_18.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423381/FemReptes/Zampa_2026/zp_proj_1780223160040/szvm2j4sucwvnn1z2wun.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_17.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423380/FemReptes/Zampa_2026/zp_proj_1780223160040/syyhy8xa0us97zbmgyvw.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_16.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423378/FemReptes/Zampa_2026/zp_proj_1780223160040/vcjtfbbaseqtijbteuux.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_15.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423377/FemReptes/Zampa_2026/zp_proj_1780223160040/si9qhnxwr6zui1nphyvx.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_14.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423375/FemReptes/Zampa_2026/zp_proj_1780223160040/rzimddbj8lzxvvmjkikf.jpg"
"zp_proj_1780223160040","Drought","Javier Arcenillas","","DROUGHT_13.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423373/FemReptes/Zampa_2026/zp_proj_1780223160040/v5bibvspu1kgysdeghpl.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  28.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423430/FemReptes/Zampa_2026/zp_proj_1780223180310/va48xqhjabmjrzyb7c5i.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  27.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423429/FemReptes/Zampa_2026/zp_proj_1780223180310/xaslnmnnbgedvrfcmgp2.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  26.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423428/FemReptes/Zampa_2026/zp_proj_1780223180310/omeflfcemmxfdhdasbrk.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  25.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423426/FemReptes/Zampa_2026/zp_proj_1780223180310/f2m59uwty9mtd880rtrj.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  24.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423424/FemReptes/Zampa_2026/zp_proj_1780223180310/smzbkbxjdk0zgrn8crd2.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  23.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423423/FemReptes/Zampa_2026/zp_proj_1780223180310/y4gtl3f6apomkk3zry2w.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  22.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423421/FemReptes/Zampa_2026/zp_proj_1780223180310/ybt71haghuxbyajw5fry.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  21.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423420/FemReptes/Zampa_2026/zp_proj_1780223180310/dmcmbmeqnvrjsdibfnzp.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  20.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423419/FemReptes/Zampa_2026/zp_proj_1780223180310/qav0f4nopbhrpgaeuzbw.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  19.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423418/FemReptes/Zampa_2026/zp_proj_1780223180310/ktfldappyth785cwnyoh.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  18.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423415/FemReptes/Zampa_2026/zp_proj_1780223180310/a2s4vwk5sfaeemwehanc.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  17.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423414/FemReptes/Zampa_2026/zp_proj_1780223180310/rg1snlsi5pmlfzygavzj.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  16.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423413/FemReptes/Zampa_2026/zp_proj_1780223180310/wr9jjlcllmknfu789ect.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  15.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423412/FemReptes/Zampa_2026/zp_proj_1780223180310/jiphjjlyhbv3gtfwybqd.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  14.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423411/FemReptes/Zampa_2026/zp_proj_1780223180310/kdsanngp628hhauo5xdn.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  13.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423410/FemReptes/Zampa_2026/zp_proj_1780223180310/kh91i8iuuail2lmqkc8w.jpg"
"zp_proj_1780223180310","War ongoing","José Colon","","War, Ongoing  12.jpg","https://res.cloudinary.com/dz1n0g9yg/image/upload/v1780423409/FemReptes/Zampa_2026/zp_proj_1780223180310/k2l7vvlwp5j6sgmsyjcb.jpg"
